space_1,distinct_id,2,3,4,5,6,7,week_login_total
MRK3480 Forbrukeratferd,5698da7741a9d721002409c3,0,6,6,3,4,0,19
MRK3480 Forbrukeratferd,5698da4541a9d72100240691,1,10,4,2,2,0,19
MRK3480 Forbrukeratferd,5698da712fb0de2600f22b90,0,7,7,2,5,0,21
MRK3480 Forbrukeratferd,5698da6841a9d7210024090a,0,8,6,3,5,0,22
MRK3480 Forbrukeratferd,5698da772fb0de2600f22be4,2,8,5,4,4,0,23
MRK3480 Forbrukeratferd,5698da612fb0de2600f22acb,2,7,7,3,4,0,23
MRK3480 Forbrukeratferd,5698da562fb0de2600f22a4a,0,7,9,5,4,0,25
MRK3480 Forbrukeratferd,5698da602fb0de2600f22ac4,3,6,7,2,8,0,26
MRK3480 Forbrukeratferd,5698da662fb0de2600f22b15,2,3,10,6,6,0,27
MRK3480 Forbrukeratferd,5698da452fb0de2600f22976,0,6,9,7,5,0,27
MRK3480 Forbrukeratferd,5698da7a41a9d721002409ed,2,9,5,7,5,0,28
MRK3480 Forbrukeratferd,5698da5d2fb0de2600f22a9e,5,8,8,2,5,0,28
MRK3480 Forbrukeratferd,5698da6c2fb0de2600f22b64,4,7,4,12,2,0,29
MRK3480 Forbrukeratferd,5698da4e41a9d72100240708,1,13,6,5,6,0,31
ORG3402 Organisasjonsatferd og ledelse,5698db922fb0de2600f22fd3,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db9041a9d72100240e58,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc512fb0de2600f232af,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc5141a9d721002410e1,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db832fb0de2600f22f07,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc4f2fb0de2600f23293,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc412fb0de2600f231c9,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db6f41a9d72100240cba,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,56bc6166ca1c4522006796ed,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db7d2fb0de2600f22ec2,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc422fb0de2600f231d6,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db902fb0de2600f22faf,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db8941a9d72100240e00,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db8e2fb0de2600f22f8a,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db6a2fb0de2600f22dcd,1,0,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,56b061be29028e260091487e,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc422fb0de2600f231d8,1,0,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc4541a9d7210024103f,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db8a41a9d72100240e04,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc3b41a9d72100240fcf,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db952fb0de2600f22ff8,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db852fb0de2600f22f13,1,0,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc5d2fb0de2600f23341,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db8e2fb0de2600f22f87,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc3a41a9d72100240fc8,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db8641a9d72100240dd6,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc4a2fb0de2600f23244,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc5e41a9d721002411a1,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc3b2fb0de2600f23183,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc4941a9d72100241088,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc4f2fb0de2600f23290,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc4a41a9d7210024108d,1,0,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db792fb0de2600f22e93,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc3e41a9d72100240ff7,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc4341a9d72100241038,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db8f41a9d72100240e4f,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db612fb0de2600f22d5a,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db7d41a9d72100240d5e,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db672fb0de2600f22da6,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db7141a9d72100240cc2,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc5441a9d72100241118,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,56b0c11fa55f242200a2e6f3,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc3d41a9d72100240fed,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,56bc4c2bca1c45220067964e,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc4e41a9d721002410bf,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db712fb0de2600f22e23,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc4741a9d72100241065,1,0,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db8141a9d72100240d98,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698da5541a9d72100240758,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db722fb0de2600f22e41,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db7241a9d72100240ce6,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc4d41a9d721002410b7,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db7941a9d72100240d32,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db9341a9d72100240e7e,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,56b9f7fcb1682626003620bf,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db6041a9d72100240bf4,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db612fb0de2600f22d53,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc382fb0de2600f2314b,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc572fb0de2600f232ef,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db7c2fb0de2600f22eb9,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc3841a9d72100240fa0,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db612fb0de2600f22d51,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,56ab96eb29028e2600913e42,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db7d41a9d72100240d5f,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db852fb0de2600f22f10,1,0,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db7c2fb0de2600f22eb7,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db882fb0de2600f22f3e,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db8a41a9d72100240e07,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db962fb0de2600f23000,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,56b893de457365210022d06b,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,56ab659e29028e2600913d57,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc522fb0de2600f232b9,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,56b8b74f457365210022d1ff,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db6b2fb0de2600f22dee,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc3c41a9d72100240fe8,0,0,0,0,1,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db6e2fb0de2600f22dfc,1,0,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db712fb0de2600f22e22,0,0,1,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db6e2fb0de2600f22dfb,0,0,0,1,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698db7e41a9d72100240d64,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc3e41a9d72100240ff0,0,1,0,0,0,0,1
ORG3402 Organisasjonsatferd og ledelse,5698dc3d2fb0de2600f231a1,0,0,2,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db7241a9d72100240ce8,0,1,0,1,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc5a41a9d7210024115b,0,0,0,1,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db9141a9d72100240e60,0,1,0,0,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db9441a9d72100240e8b,0,0,0,0,2,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc5041a9d721002410e0,0,0,0,2,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db9341a9d72100240e7b,0,1,1,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc4841a9d7210024106b,0,0,0,2,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db942fb0de2600f22fe3,0,2,0,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db702fb0de2600f22e1d,0,1,1,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db8e41a9d72100240e35,1,0,1,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc582fb0de2600f2330d,0,0,0,2,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc5d2fb0de2600f23344,0,0,1,1,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db752fb0de2600f22e66,0,1,0,1,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db7e41a9d72100240d66,0,0,0,0,2,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db762fb0de2600f22e6d,0,0,0,0,2,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db632fb0de2600f22d78,0,2,0,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc412fb0de2600f231d5,0,0,0,2,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc3d2fb0de2600f2319f,0,0,0,1,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc442fb0de2600f231ee,0,0,2,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db642fb0de2600f22d83,0,0,0,0,2,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db6b41a9d72100240c75,0,0,0,1,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc5c2fb0de2600f23339,0,0,1,1,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db732fb0de2600f22e44,0,1,0,0,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db902fb0de2600f22fad,2,0,0,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db6241a9d72100240c19,0,0,0,2,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc4541a9d72100241040,0,1,0,1,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc4841a9d7210024106a,0,0,1,1,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698da4e41a9d72100240708,0,0,0,0,2,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db8741a9d72100240dda,0,0,1,0,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db612fb0de2600f22d59,0,1,0,1,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc4941a9d7210024108b,0,0,0,1,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db6641a9d72100240c47,0,0,0,2,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db9341a9d72100240e75,0,1,1,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db8a41a9d72100240e05,0,0,2,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db8b2fb0de2600f22f62,0,0,1,0,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc3941a9d72100240fc0,0,0,0,1,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db7441a9d72100240ceb,0,0,0,1,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc542fb0de2600f232c2,0,1,0,1,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db792fb0de2600f22e92,0,1,0,0,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc4641a9d72100241061,0,0,0,1,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc4e41a9d721002410b8,0,0,0,2,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db6041a9d72100240bf5,0,0,0,2,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db7f2fb0de2600f22edf,0,2,0,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc4841a9d72100241069,0,0,2,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc542fb0de2600f232c9,0,0,2,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc552fb0de2600f232e8,0,0,0,1,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db922fb0de2600f22fd7,1,0,0,1,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db6341a9d72100240c1b,0,1,0,0,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db762fb0de2600f22e6e,0,0,0,0,2,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc3741a9d72100240f97,0,0,2,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc4741a9d72100241067,0,0,1,1,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db682fb0de2600f22daa,0,1,0,0,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc5a41a9d72100241158,2,0,0,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db8d2fb0de2600f22f81,0,0,1,0,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db732fb0de2600f22e45,1,0,0,0,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db612fb0de2600f22d55,0,0,0,0,2,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db7941a9d72100240d34,0,0,0,1,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc5441a9d7210024110a,0,0,1,1,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db6041a9d72100240bf2,0,0,0,1,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc382fb0de2600f2314d,0,0,1,0,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc5d2fb0de2600f2333d,0,0,0,0,2,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc4b2fb0de2600f2324c,0,1,0,1,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc472fb0de2600f2321b,0,0,0,1,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc5f41a9d721002411a4,0,0,0,0,2,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db632fb0de2600f22d7c,0,0,1,0,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db862fb0de2600f22f34,0,1,0,0,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db7f41a9d72100240d85,0,0,0,0,2,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db7741a9d72100240d0f,0,2,0,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db8f41a9d72100240e4e,0,1,1,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,56ab6d41a55f242200a2d713,0,0,1,1,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db862fb0de2600f22f32,0,0,0,2,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db832fb0de2600f22f08,2,0,0,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db6e41a9d72100240c9e,0,0,2,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc5d41a9d7210024117c,0,1,0,0,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698dc5741a9d7210024113e,0,0,0,1,1,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db7d41a9d72100240d62,0,0,2,0,0,0,2
ORG3402 Organisasjonsatferd og ledelse,5698db882fb0de2600f22f3f,1,0,1,0,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc4041a9d72100241012,0,0,1,1,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc3c41a9d72100240fd1,0,0,0,3,0,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db912fb0de2600f22fc5,1,2,0,0,0,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db8e2fb0de2600f22f89,0,0,0,2,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db702fb0de2600f22e1f,0,0,0,3,0,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc442fb0de2600f231f0,0,2,1,0,0,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db612fb0de2600f22d52,0,0,1,1,1,0,3
ORG3402 Organisasjonsatferd og ledelse,56a8d93229028e260091301a,0,0,2,1,0,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db6f2fb0de2600f22e16,0,1,1,0,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db932fb0de2600f22fdb,1,0,1,0,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc542fb0de2600f232c3,1,1,1,0,0,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db902fb0de2600f22fae,0,0,0,2,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc4f41a9d721002410d9,2,0,1,0,0,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc4e2fb0de2600f23278,0,0,1,0,2,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db612fb0de2600f22d54,0,3,0,0,0,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db632fb0de2600f22d7b,0,0,1,1,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc5a2fb0de2600f2331b,0,0,1,0,2,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db9041a9d72100240e59,0,0,0,3,0,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc542fb0de2600f232c5,0,2,0,0,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db7a41a9d72100240d37,0,0,0,2,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc5a2fb0de2600f2331e,0,1,1,0,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc5d41a9d7210024117f,0,2,0,0,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc3b2fb0de2600f2317e,0,0,2,1,0,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db7141a9d72100240cbe,0,1,0,1,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc382fb0de2600f2314e,0,0,0,1,2,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc3841a9d72100240f9f,0,0,1,0,2,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc412fb0de2600f231d4,0,1,1,1,0,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db8f2fb0de2600f22fab,1,1,0,0,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc3b2fb0de2600f2317f,0,0,0,0,3,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db672fb0de2600f22da5,0,1,0,0,2,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db6041a9d72100240bf1,0,2,0,0,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db6441a9d72100240c20,0,0,1,0,2,0,3
ORG3402 Organisasjonsatferd og ledelse,56af69874377f52300234db8,0,0,0,2,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc4e2fb0de2600f23277,0,1,1,0,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db862fb0de2600f22f33,0,0,0,1,2,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db6641a9d72100240c44,1,0,0,1,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db662fb0de2600f22da2,0,2,0,0,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db842fb0de2600f22f0b,0,1,0,0,2,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc472fb0de2600f2321c,0,0,0,2,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db962fb0de2600f23001,1,1,0,0,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc5141a9d721002410e3,0,1,0,0,2,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc442fb0de2600f231f1,0,1,2,0,0,0,3
ORG3402 Organisasjonsatferd og ledelse,56b895097d442d26004a7a34,0,0,0,0,3,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db8d41a9d72100240e31,0,0,0,2,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db6c2fb0de2600f22df4,0,0,2,1,0,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db882fb0de2600f22f40,0,0,1,0,2,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc3741a9d72100240f9a,0,2,0,0,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc5241a9d72100241100,0,0,2,0,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db8a2fb0de2600f22f61,0,0,1,0,2,0,3
ORG3402 Organisasjonsatferd og ledelse,5698dc5b2fb0de2600f23335,0,1,0,1,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db6c2fb0de2600f22df1,0,0,1,1,1,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db8d41a9d72100240e2a,0,2,0,1,0,0,3
ORG3402 Organisasjonsatferd og ledelse,5698db7b41a9d72100240d5a,0,4,0,0,0,0,4
ORG3402 Organisasjonsatferd og ledelse,5698dc3d2fb0de2600f2319d,1,1,2,0,0,0,4
ORG3402 Organisasjonsatferd og ledelse,5698dc392fb0de2600f23159,0,0,4,0,0,0,4
ORG3402 Organisasjonsatferd og ledelse,5698db972fb0de2600f23004,0,0,0,0,4,0,4
ORG3402 Organisasjonsatferd og ledelse,5698da572fb0de2600f22a52,0,0,0,3,1,0,4
ORG3402 Organisasjonsatferd og ledelse,5698db7441a9d72100240cea,1,1,1,0,1,0,4
ORG3402 Organisasjonsatferd og ledelse,5698dc3b41a9d72100240fcc,0,2,2,0,0,0,4
ORG3402 Organisasjonsatferd og ledelse,5698db8741a9d72100240dd9,0,3,0,0,1,0,4
ORG3402 Organisasjonsatferd og ledelse,5698dc482fb0de2600f23231,0,2,1,0,1,0,4
ORG3402 Organisasjonsatferd og ledelse,5698db8441a9d72100240db2,0,0,3,0,1,0,4
ORG3402 Organisasjonsatferd og ledelse,5698dc5d41a9d72100241180,2,1,1,0,0,0,4
ORG3402 Organisasjonsatferd og ledelse,5698db872fb0de2600f22f3c,0,3,1,0,0,0,4
ORG3402 Organisasjonsatferd og ledelse,5698db702fb0de2600f22e1e,0,1,0,3,0,0,4
ORG3402 Organisasjonsatferd og ledelse,5698db792fb0de2600f22e90,0,1,0,0,3,0,4
ORG3402 Organisasjonsatferd og ledelse,5698db642fb0de2600f22d85,0,0,1,2,1,0,4
ORG3402 Organisasjonsatferd og ledelse,5698db6641a9d72100240c46,1,0,2,1,0,0,4
ORG3402 Organisasjonsatferd og ledelse,5698dc492fb0de2600f23241,0,3,0,0,1,0,4
ORG3402 Organisasjonsatferd og ledelse,5698dc5541a9d72100241128,1,0,0,0,3,0,4
ORG3402 Organisasjonsatferd og ledelse,5698dc382fb0de2600f23151,1,2,0,1,0,0,4
ORG3402 Organisasjonsatferd og ledelse,5698dc442fb0de2600f231fa,1,0,1,2,0,0,4
ORG3402 Organisasjonsatferd og ledelse,5698dc572fb0de2600f232ee,0,0,0,1,3,0,4
ORG3402 Organisasjonsatferd og ledelse,5698dc4741a9d72100241068,1,1,0,0,2,0,4
ORG3402 Organisasjonsatferd og ledelse,5698dc5041a9d721002410df,0,0,4,0,0,0,4
ORG3402 Organisasjonsatferd og ledelse,5698da5a2fb0de2600f22a7a,0,2,0,1,1,0,4
ORG3402 Organisasjonsatferd og ledelse,5698db702fb0de2600f22e1c,0,0,2,1,1,0,4
ORG3402 Organisasjonsatferd og ledelse,5698dc4d2fb0de2600f2326d,0,0,2,1,1,0,4
ORG3402 Organisasjonsatferd og ledelse,5698db902fb0de2600f22fb0,0,3,0,1,0,0,4
